1198.751,1238.0314780991291
1078.027,1157.7283390256023
985.472,1003.9289275121635
1095.595,1194.4506302348834
1090.208,1214.2532688492063
997.681,1101.36931918251
986.676,1033.4947401657682
1170.485,1344.2198054083765
968.175,1042.5802613370158
920.031,1021.4492591886333
914.345,1146.8739208691904
947.589,1036.0603964332252
1079.478,1280.8733723958333
860.973,906.1577856151846
1186.795,1233.9509283763914
884.452,952.6100730574458
1067.126,1207.2907655502393
844.614,1035.908718486184
937.824,962.0779083722517
913.448,1078.2605401451597
839.391,901.5898612619891
877.695,959.6714518057927
1197.431,1197.430735610957
868.471,998.9283999344544
918.901,952.4846353454146
906.211,1226.0672017672105
842.599,917.6201758711373
1152.111,1331.7570111321152
870.479,1035.6368280968202
812.772,960.6080090073184
1133.116,1442.2352947845804
814.521,863.3185323197586
871.338,966.3906132224785
800.101,1234.6745913847383
732.825,813.6980417685196
876.677,965.1209491570154
829.961,959.5299807862032
831.049,1184.736784519845
825.335,1038.137012406999
1113.227,1274.2271680882473
706.001,954.4571953894906
776.715,830.7712143825362
847.923,940.4030635427076
816.435,949.7346022096892
1113.733,1332.4971700356718
795.763,976.9589056574564
881.334,1030.113262280795
695.944,818.545027084908
763.617,952.7161045571165
590.9,1180.931857638889
781.448,872.9020024431375
762.977,843.5165814649331
741.868,1850.9342447916667
1153.25,1741.8796694214875
1087.975,1087.9746407438715
739.607,840.3350344525992
758.818,888.6367081527944
728.828,972.5587036694609
819.008,1045.0851033384754
1011.728,1011.7283587257617
1044.921,1318.0757065605549
767.436,834.6409135596629
977.865,1047.8731418493323
832.996,850.5708746470059
725.478,795.8487549923143
774.091,894.4899112831407
689.535,900.4627187322457
769.22,1063.170016099577
769.771,837.1069707044811
767.611,1011.745278840703
766.69,886.177235018271
684.393,830.7416192484208
819.299,860.1338216463098
732.484,852.4407696908114
665.208,893.4599434296013
929.888,925.1847777777779
778.319,875.1924348090279
688.425,765.3498371267013
604.061,810.7345211906884
1010.636,2058.388123660851
774.038,841.8421614456036
795.621,826.0773218439864
622.413,640.4910802377601
529.357,825.886691623264
720.684,833.0335409900067
730.085,789.0462508906904
892.973,1476.5438220589733
753.458,909.5226015291877
772.125,835.4577586560276
691.246,1032.4984283038264
812.051,964.4122131608927
691.567,834.3517905405405
790.969,862.7703804384947
726.265,774.0978094368894
682.317,921.463715773421
755.523,890.4404571811598
570.553,684.6255054978602
703.012,747.8531455572045
