rows,columns,msr,row_coverage,column_coverage
1309,17,32089.822749146755,45.40409295872355,100.0
613,17,22641.322470836854,21.262573707943115,100.0
875,17,27327.56440991484,30.350329517863337,100.0
383,17,21845.709266331043,13.284772806104751,100.0
675,17,27662.91393931876,23.41311134235172,100.0
242,17,20906.748350388018,8.39403399236906,100.0
1050,17,31461.14543660055,36.420395421436005,100.0
360,17,21021.73902387726,12.486992715920916,100.0
754,17,27584.180199478466,26.153312521678806,100.0
257,17,20560.69259463093,8.914325355532432,100.0
607,17,27598.96466017913,21.054457162677767,100.0
253,17,21922.28916006667,8.7755809920222,100.0
1583,17,35122.73025863517,54.90808185917447,100.0
650,17,21790.85592261919,22.545959070412763,100.0
1082,17,27518.27755410317,37.530350329517866,100.0
474,17,22351.18815222523,16.441207075962538,100.0
954,17,28614.62846155188,33.090530697190424,100.0
367,17,21131.740756736872,12.729795352063825,100.0
999,17,29912.977284803343,34.651404786680544,100.0
266,17,19433.35828594394,9.226500173430454,100.0
606,17,25947.64463674584,21.019771071800207,100.0
99,2,20.52524820370424,3.433922996878252,11.764705882352942
302,2,99.20826427906196,10.475199445022549,11.764705882352942
298,17,22773.612743689064,10.336455081512314,100.0
1356,17,33068.88751426715,47.03433922996878,100.0
432,17,20187.894621775307,14.9843912591051,100.0
956,17,26992.50077398227,33.159902878945545,100.0
395,17,21279.19546440253,13.701005896635449,100.0
912,17,28983.186066005157,31.633714880332988,100.0
378,17,22008.186668100458,13.111342351716962,100.0
781,17,28796.37344896521,27.08983697537288,100.0
287,17,21116.94852393757,9.954908081859177,100.0
591,17,27860.86975245004,20.49947970863684,100.0
155,17,19273.06506098421,5.376344086021505,100.0
1245,17,33304.71119512982,43.18418314255983,100.0
441,17,21253.36865207638,15.296566077003122,100.0
936,17,28136.42704942371,32.46618106139438,100.0
356,17,21432.943293165918,12.348248352410684,100.0
723,17,28131.537147620125,25.078043704474503,100.0
254,17,20964.87578152174,8.810267082899758,100.0
578,17,27845.842306736224,20.04856052722858,100.0
2883,1,0.0,100.0,5.882352941176471
2883,1,0.0,100.0,5.882352941176471
2883,1,0.0,100.0,5.882352941176471
586,17,26215.425226627038,20.32604925424905,100.0
164,17,19700.437059041826,5.688518903919528,100.0
2172,17,35589.01836793718,75.33818938605619,100.0
773,17,20897.287852217207,26.81234824835241,100.0
1478,17,27449.48927054619,51.26604231703087,100.0
663,17,22249.10073261666,22.99687825182102,100.0
1374,17,28919.065196197545,47.65868886576483,100.0
514,17,20995.975784598595,17.828650711064864,100.0
953,17,27311.027496246912,33.05584460631287,100.0
317,17,20520.36585180667,10.995490808185917,100.0
1715,17,32318.16605816684,59.48664585501214,100.0
653,17,21386.475783466336,22.65001734304544,100.0
1212,17,27429.210108815485,42.039542143600414,100.0
593,17,22920.439838062197,20.568851890391954,100.0
1082,17,28975.584623327984,37.530350329517866,100.0
312,17,20056.538826153374,10.822060353798127,100.0
813,17,27357.00845466228,28.199791883454736,100.0
270,17,20501.48794732629,9.365244536940686,100.0
1624,17,33182.63123166155,56.33021158515435,100.0
575,17,21045.716545969743,19.944502254595907,100.0
1087,17,27167.605766223525,37.70378078390566,100.0
421,17,21281.73724095597,14.60284425945196,100.0
1077,17,29128.64589923097,37.35691987513008,100.0
278,17,19095.783065489628,9.642733263961151,100.0
736,17,26673.03351711065,25.528962885882763,100.0
296,17,21437.233094820887,10.267082899757195,100.0
1424,17,32807.82916077396,49.392993409642735,100.0
495,17,21036.404759415946,17.16961498439126,100.0
999,17,27456.81048920287,34.651404786680544,100.0
311,2,115.4947808785766,10.787374262920569,11.764705882352942
91,2,22.390857595286345,3.156434269857787,11.764705882352942
84,2,5.128532832340447,2.91363163371488,11.764705882352942
280,2,122.3912085734321,9.712105445716269,11.764705882352942
286,17,19825.753987345022,9.920221990981616,100.0
917,17,28231.516399688928,31.807145334720776,100.0
335,17,20969.825799166272,11.619840443981964,100.0
796,17,28260.408560992066,27.61012833853625,100.0
211,17,19752.26684635099,7.318765175164759,100.0
965,17,30095.732564822625,33.47207769684356,100.0
293,17,20373.676821026063,10.163024627124525,100.0
697,17,27446.96470161969,24.176205341657997,100.0
253,17,21253.23055062948,8.7755809920222,100.0
2234,17,36821.64916969408,77.4887270204648,100.0
663,17,20072.569728049697,22.99687825182102,100.0
1557,17,27334.547268578957,54.00624349635796,100.0
454,17,20155.72806601385,15.747485258411375,100.0
1177,17,27522.592208231923,40.82552896288588,100.0
363,17,20323.945524869094,12.59105098855359,100.0
1577,17,30590.09094757289,54.699965313909125,100.0
633,17,21506.65040943155,21.95629552549428,100.0
1059,17,26953.217765093774,36.73257023933402,100.0
391,17,21447.654750723246,13.562261533125216,100.0
1546,17,31625.259807453276,53.62469649670482,100.0
629,17,21942.20550044933,21.81755116198405,100.0
1069,17,27953.96097334903,37.079431148109606,100.0
339,17,20489.38808368161,11.758584807492197,100.0
