rows,columns,msr,row_coverage,column_coverage
995,11,221.0657130830447,34.500693481276,64.70588235294117
1007,11,229.8334874668102,34.916782246879336,64.70588235294117
1034,11,226.75617701259935,35.85298196948683,64.70588235294117
1043,11,235.9070720566476,36.16504854368932,64.70588235294117
1066,10,227.2085377469737,36.9625520110957,58.8235294117647
1075,10,228.6199467301244,37.2746185852982,58.8235294117647
1084,10,230.85319425627372,37.586685159500696,58.8235294117647
1094,10,233.1012268347543,37.93342579750347,58.8235294117647
1093,10,233.78466257453024,37.89875173370319,58.8235294117647
1090,10,233.54234643548523,37.79472954230236,58.8235294117647
1114,10,237.84201109431456,38.62690707350902,58.8235294117647
1110,10,237.8728296810324,38.48821081830791,58.8235294117647
1121,10,240.2496169072949,38.86962552011096,58.8235294117647
1122,10,240.9322530749457,38.90429958391123,58.8235294117647
1120,10,241.28629974489797,38.83495145631068,58.8235294117647
1120,10,241.81545723852045,38.83495145631068,58.8235294117647
1119,10,242.10472789042305,38.8002773925104,58.8235294117647
1128,10,243.97536092091696,39.1123439667129,58.8235294117647
1124,10,244.1874293005408,38.97364771151179,58.8235294117647
1125,10,244.7440867555556,39.00832177531207,58.8235294117647
1126,10,245.40576583198987,39.04299583911234,58.8235294117647
1139,9,227.9426560533801,39.49375866851595,52.94117647058823
1123,10,246.24940617494323,38.93897364771152,58.8235294117647
1121,10,246.2282588105911,38.86962552011096,58.8235294117647
1119,10,246.41205071871747,38.8002773925104,58.8235294117647
1118,10,246.95823596474665,38.76560332871013,58.8235294117647
1119,10,247.260289531458,38.8002773925104,58.8235294117647
1125,9,228.8228448492608,39.00832177531207,52.94117647058823
1122,9,228.9096894796218,38.90429958391123,52.94117647058823
1126,9,230.01673184225788,39.04299583911234,52.94117647058823
1127,10,250.84917538297296,39.07766990291263,58.8235294117647
1125,10,250.8355745975308,39.00832177531207,58.8235294117647
1122,10,250.53282755996585,38.90429958391123,58.8235294117647
1124,9,231.0704919220162,38.97364771151179,52.94117647058823
1125,9,231.4532709135802,39.00832177531207,52.94117647058823
1124,9,231.21441181464644,38.97364771151179,52.94117647058823
1123,9,231.3387562617932,38.93897364771152,52.94117647058823
1117,9,231.28157160167595,38.73092926490985,52.94117647058823
1119,9,232.32040129024944,38.8002773925104,52.94117647058823
1121,9,233.41635583656333,38.86962552011096,52.94117647058823
1125,9,233.9529899759183,39.00832177531207,52.94117647058823
1126,9,234.5045420378181,39.04299583911234,52.94117647058823
1106,10,253.25579195674425,38.3495145631068,58.8235294117647
1105,10,253.60190205769743,38.31484049930652,58.8235294117647
